watch out for low flying objects
Basic
0.8 0.8
575.9999 435.2
Began 711.0475 198 428 -0.28125 0.1378677
Stationary 711.098 198 428 -0.28125 0.1378677
Stationary 711.1425 198 428 -0.28125 0.1378677
Stationary 711.1869 198 428 -0.28125 0.1378677
Stationary 711.2298 198 428 -0.28125 0.1378677
Stationary 711.2726 198 428 -0.28125 0.1378677
Stationary 711.3164 198 428 -0.28125 0.1378677
Stationary 711.3594 198 428 -0.28125 0.1378677
Moved 711.4046 188.0033 407.0067 -0.2986053 0.08962947
Moved 711.4535 176.0605 389.0605 -0.3193395 0.0483927
Moved 711.5007 160.5868 363.1736 -0.3462035 -0.01109004
Moved 711.5461 154.4305 353.861 -0.3568915 -0.03248853
Moved 711.6041 149 345.7004 -0.3663194 -0.05123994
Moved 711.6476 148 343.6249 -0.3680556 -0.05600881
Moved 711.6899 148 342.752 -0.3680556 -0.05801468
Stationary 711.7324 148 342.752 -0.3680556 -0.05801468
Stationary 711.7754 148 343 -0.3680556 -0.05744486
Stationary 711.8173 148 343 -0.3680556 -0.05744486
Stationary 711.8604 148 343 -0.3680556 -0.05744486
Moved 711.9062 160.8998 355.8998 -0.34566 -0.02780368
Moved 711.9538 177.5048 373.5048 -0.3168319 0.01264902
Moved 711.9998 196.0043 393.0043 -0.2847147 0.05745485
Moved 712.0715 229.2036 426.2036 -0.2270771 0.1337399
Moved 712.1161 255.0975 452.0975 -0.1821224 0.1932389
Moved 712.1595 273.3391 466.8928 -0.1504529 0.2272353
Moved 712.2021 292.6663 483.6663 -0.1168989 0.2657773
Moved 712.2454 306.3839 494.9225 -0.09308361 0.291642
Moved 712.2958 312.469 499 -0.08251917 0.3010111
Moved 712.3394 314 501 -0.0798611 0.3056066
Stationary 712.3834 314 501 -0.0798611 0.3056066
Moved 712.4286 314 485.7128 -0.0798611 0.2704799
Moved 712.4756 294.631 437.5507 -0.1134879 0.1598131
Moved 712.5479 279.8559 388.2796 -0.139139 0.04659842
Moved 712.595 274.552 368.7599 -0.1483472 0.001746206
Moved 712.6422 271.5784 349.3137 -0.1535097 -0.04293737
Moved 712.6881 270.2743 334.8229 -0.1557738 -0.07623421
Moved 712.7339 270 320.3168 -0.15625 -0.1095661
Moved 712.7785 269 304.0808 -0.1579861 -0.1468731
Moved 712.8217 269 295.4632 -0.1579861 -0.1666747
Moved 712.8672 269 287.1556 -0.1579861 -0.1857639
Moved 712.9164 269 281.5 -0.1579861 -0.1987592
Moved 712.9595 282.6584 282 -0.1342736 -0.1976103
Moved 713.0323 329.1687 311.8976 -0.0535265 -0.1289116
Moved 713.08 353.0629 336.2755 -0.01204364 -0.07289649
Moved 713.1265 373.5 360 0.02343752 -0.01838236
Moved 713.17 386.0907 374.4543 0.0452964 0.01483076
Moved 713.2143 394.7866 383.7866 0.06039337 0.0362742
Moved 713.2595 399.046 388.046 0.06778815 0.04606153
Moved 713.3041 401.0381 391.0381 0.07124671 0.05293678
Ended 713.3479 401 391 0.07118054 0.05284927
Began 713.5668 529 446 0.2934028 0.1792279
Stationary 713.6326 529 446 0.2934028 0.1792279
Moved 713.6774 515.5 446 0.2699653 0.1792279
Moved 713.7225 493.1052 446 0.2310854 0.1792279
Moved 713.7674 467.3304 446 0.1863375 0.1792279
Moved 713.8112 449.7551 453.4285 0.1558249 0.1962972
Moved 713.8558 437.2717 458.7283 0.1341523 0.2084749
Moved 713.9006 430.5639 460 0.1225068 0.2113971
Moved 713.9444 426.8343 463.1657 0.1160318 0.2186712
Moved 713.9879 422.5324 464 0.1085632 0.2205883
Moved 714.0371 417.1143 467.4429 0.09915673 0.2284993
Moved 714.093 391.7273 470.1818 0.05508215 0.2347928
Moved 714.1375 360.0631 471.1339 0.000109598 0.2369804
Moved 714.1808 328.8744 474.4251 -0.05403757 0.244543
Moved 714.2243 311 475 -0.08506946 0.245864
Moved 714.2689 303.558 477 -0.09798966 0.2504596
Moved 714.3129 300.4106 478 -0.1034539 0.2527574
Moved 714.3563 297.4424 479 -0.1086069 0.2550552
Moved 714.3987 295.788 479 -0.1114791 0.2550552
Moved 714.441 294.6355 480 -0.11348 0.257353
Moved 714.485 293.9051 481 -0.1147482 0.2596507
Stationary 714.5542 294 481 -0.1145833 0.2596507
Moved 714.5971 294 481.8051 -0.1145833 0.2615006
Stationary 714.6414 294 482 -0.1145833 0.2619486
Ended 714.6858 294 482 -0.1145833 0.2619486
Began 715.2284 267 300 -0.1614583 -0.15625
Stationary 715.2841 267 300 -0.1614583 -0.15625
Stationary 715.3275 267 300 -0.1614583 -0.15625
Moved 715.3724 291.6729 323.1384 -0.1186234 -0.1030828
Moved 715.417 309.3363 340.5023 -0.08795776 -0.06318416
Moved 715.4631 328.6854 356.4366 -0.0543657 -0.02657035
Moved 715.5104 359.7977 375.2991 -0.0003512577 0.01677198
Moved 715.556 389.4326 394.2163 0.05109817 0.06023969
Moved 715.6013 412.0843 407.3895 0.09042413 0.09050906
Moved 715.6473 433.5827 419.2913 0.1277477 0.1178569
Moved 715.6947 459.6331 440.0276 0.1729741 0.1655046
Moved 715.7401 484.5733 463.5732 0.2162731 0.2196077
Moved 715.7834 497.7771 474.7771 0.2391964 0.2453519
Moved 715.827 507.3 482.3 0.2557292 0.262638
Moved 715.8956 511 486.6796 0.2621528 0.2727014
Moved 715.9426 512 488 0.2638889 0.2757353
Stationary 715.9979 512 488 0.2638889 0.2757353
Moved 716.0427 468.6437 488 0.1886176 0.2757353
Moved 716.0925 407.8004 489.7599 0.08298688 0.2797793
Moved 716.1391 362.7012 498.6219 0.004689545 0.3001423
Moved 716.188 339.5584 503.1104 -0.03548894 0.310456
Moved 716.2357 327.8058 506.0648 -0.05589273 0.3172444
Moved 716.2804 318.2175 507 -0.07253912 0.3193934
Moved 716.3265 309.6281 508 -0.08745126 0.3216912
Moved 716.3981 302.7514 509 -0.09938996 0.323989
Moved 716.4432 300.82 509 -0.1027431 0.323989
Moved 716.4899 299.2037 509 -0.1055491 0.323989
Ended 716.5356 299 510 -0.1059028 0.3262868
Began 716.9246 539 340 0.3107639 -0.06433824
Stationary 716.9725 539 340 0.3107639 -0.06433824
Stationary 717.0172 539 340 0.3107639 -0.06433824
Moved 717.0613 523.5493 357.4178 0.2839398 -0.02431568
Moved 717.1107 516.1826 385.7221 0.2711503 0.04072179
Moved 717.1572 514 413.6554 0.2673611 0.1049067
Moved 717.2034 514 441.2389 0.2673611 0.1682879
Moved 717.2502 514 462.6096 0.2673611 0.2173935
Moved 717.2994 522.3063 478.9191 0.2817819 0.2548692
Moved 717.3458 523 489.819 0.2829861 0.2799149
Moved 717.3922 524 497.6639 0.2847222 0.2979411
Moved 717.4395 524 506.2879 0.2847222 0.3177572
Moved 717.4847 524 507.3729 0.2847222 0.3202502
Moved 717.5303 513.5424 509 0.2665666 0.323989
Moved 717.5942 458.3104 509 0.1706778 0.323989
Moved 717.639 411.3755 499.4167 0.08919359 0.3019686
Moved 717.6853 372.6536 496 0.02196811 0.2941177
Moved 717.73 354.3478 496 -0.0098129 0.2941177
Moved 717.7746 331.0012 496 -0.0503451 0.2941177
