we run the risk of failure
Moved 1601.906 392.9464 382.1072 0.1143971 0.0648312
Moved 1601.973 398.7928 376.2072 0.1346971 0.03771698
Moved 1602.042 399 374 0.1354167 0.02757367
Moved 1602.111 389.616 373 0.1028334 0.02297794
Moved 1602.181 362.7457 388.8362 0.009533615 0.0957548
Moved 1602.245 331.7945 409.7644 -0.09793587 0.1919321
Moved 1602.311 303.1565 430.8435 -0.1973732 0.288803
Moved 1602.395 287.9313 442.0687 -0.2502385 0.3403891
Moved 1602.465 281.7434 447.2566 -0.2717242 0.3642307
Moved 1602.53 280 449 -0.2777778 0.3722427
Moved 1602.603 279 450 -0.2812501 0.3768383
Moved 1602.669 278 450 -0.2847222 0.3768383
Ended 1602.735 278 450 -0.2847222 0.3768383
Began 1602.949 331 444 -0.1006945 0.3492649
Stationary 1603.023 331 444 -0.1006945 0.3492649
Stationary 1603.094 331 444 -0.1006945 0.3492649
Moved 1603.16 342.2984 444 -0.06146378 0.3492649
Moved 1603.238 365.7383 444 0.01992464 0.3492649
Moved 1603.305 385.0728 444 0.0870584 0.3492649
Moved 1603.372 408.3521 444 0.167889 0.3492649
Moved 1603.442 420.5649 444 0.2102949 0.3492649
Moved 1603.509 425 444 0.2256945 0.3492649
Moved 1603.575 411.9787 444 0.1804815 0.3492649
Moved 1603.643 326.2406 394.1375 -0.1172201 0.1201173
Moved 1603.71 284.3899 367.0424 -0.2625351 -0.004400506
Moved 1603.778 272.9699 360 -0.3021879 -0.03676471
Moved 1603.845 269.6276 356.6276 -0.313793 -0.05226276
Moved 1603.939 302.9208 357 -0.1981916 -0.05055147
Moved 1604.011 371.4597 375.7433 0.03979072 0.0355851
Moved 1604.078 406.9969 378 0.1631838 0.04595589
Moved 1604.147 416.7887 379 0.197183 0.05055162
Moved 1604.219 421 379 0.2118056 0.05055162
Moved 1604.287 424 379 0.2222222 0.05055162
Moved 1604.356 426.1116 379 0.2295542 0.05055162
Ended 1604.427 427 379 0.2326389 0.05055162
Began 1604.552 511 474 0.5243056 0.4871325
Stationary 1604.619 511 474 0.5243056 0.4871325
Stationary 1604.682 511 474 0.5243056 0.4871325
Moved 1604.746 483.8321 458.5328 0.4299724 0.4160517
Moved 1604.811 444.0079 440.6031 0.291694 0.3336542
Moved 1604.874 403.0221 423.3407 0.1493822 0.254323
Moved 1604.939 366.1511 405.4907 0.02135813 0.1722916
Moved 1605.002 343.3554 391.9036 -0.05779386 0.1098511
Moved 1605.087 325.5807 381 -0.1195116 0.05974266
Moved 1605.15 319.8687 376.8687 -0.1393449 0.04075682
Moved 1605.214 317 374.5 -0.1493056 0.02987147
Moved 1605.281 314.7508 373.7508 -0.1571152 0.02642842
Ended 1605.348 314 372.9399 -0.1597222 0.02270166
Began 1605.608 341 362 -0.06597222 -0.02757339
Stationary 1605.683 341 362 -0.06597222 -0.02757339
Stationary 1605.745 341 362 -0.06597222 -0.02757339
Stationary 1605.807 341 362 -0.06597222 -0.02757339
Moved 1605.869 314.9215 362 -0.1565226 -0.02757339
Moved 1605.932 285.6245 362 -0.2582482 -0.02757339
Moved 1606.008 256.9659 362 -0.3577574 -0.02757339
Moved 1606.078 236.3212 355 -0.4294403 -0.05974251
Moved 1606.145 229.808 355 -0.4520556 -0.05974251
Moved 1606.213 230 364.4661 -0.4513889 -0.01624051
Moved 1606.304 305.5921 397.7961 -0.1889162 0.1369306
Moved 1606.367 353.9475 413.985 -0.02101548 0.2113281
Moved 1606.43 383.8939 421.7234 0.0829649 0.2468909
Moved 1606.494 398.2932 425 0.1329625 0.2619486
Moved 1606.558 407.8798 427.8798 0.1662494 0.2751831
Moved 1606.621 413.2775 429 0.1849912 0.280331
Moved 1606.684 416.5 430 0.1961805 0.2849265
Moved 1606.747 419.3602 431 0.206112 0.289522
Moved 1606.81 420.166 431 0.2089098 0.289522
Moved 1606.872 421.1464 431 0.2123138 0.289522
Moved 1606.981 423.3734 432 0.2200466 0.2941177
Moved 1607.049 424.2274 432 0.2230117 0.2941177
Moved 1607.112 426.758 432 0.2317986 0.2941177
Moved 1607.176 440.6637 413.1703 0.2800824 0.2075844
Moved 1607.24 459.929 387.428 0.3469757 0.08928335
Moved 1607.304 478.658 360.684 0.412007 -0.03362151
Moved 1607.374 485.0606 351.9394 0.4342383 -0.07380795
Moved 1607.447 487 344.7789 0.4409722 -0.1067143
Moved 1607.516 487 343 0.4409722 -0.1148897
Moved 1607.583 443.3595 375.7304 0.2894427 0.03552577
Moved 1607.69 405.5286 414.4714 0.1580855 0.2135632
Moved 1607.76 393.2527 423.7473 0.1154608 0.2561918
Moved 1607.831 381.6604 430 0.07520959 0.2849265
Moved 1607.898 367.8011 433 0.02708718 0.2987132
Moved 1607.969 342.078 434 -0.06222904 0.3033089
Moved 1608.039 322.1781 434 -0.131326 0.3033089
Moved 1608.104 299.7063 434 -0.2093531 0.3033089
Moved 1608.172 286.6153 434 -0.2548082 0.3033089
Moved 1608.241 277.9779 434 -0.284799 0.3033089
Ended 1608.306 277.9779 434 -0.284799 0.3033089
PhraseEnd 1609.388
