the facts get in the way
Basic
0.4 0.4
288 217.6
Began 1382.924 373 464 0.0451389 0.4411766
Stationary 1382.989 373 464 0.0451389 0.4411766
Stationary 1383.045 373 464 0.0451389 0.4411766
Moved 1383.099 359.4657 464 -0.00185512 0.4411766
Moved 1383.162 352.9634 454.9634 -0.02443261 0.3996479
Moved 1383.22 349.5 449.5 -0.0364583 0.3745406
Moved 1383.276 347.6436 443.6436 -0.04290424 0.3476269
Moved 1383.334 348 437.0894 -0.04166671 0.3175062
Moved 1383.388 348 432.5 -0.04166671 0.2964155
Moved 1383.443 358.3429 421.8629 -0.00575386 0.2475316
Moved 1383.506 387.0374 399.6418 0.0938797 0.1454128
Moved 1383.559 399.3224 387.6776 0.1365362 0.09042986
Moved 1383.609 402 378.1197 0.1458333 0.04650593
Moved 1383.666 402 373.5 0.1458333 0.02527574
Moved 1383.725 380.6112 370 0.07156655 0.009191178
Moved 1383.777 350.8729 369 -0.03169127 0.004595589
Moved 1383.83 332.0405 380.2742 -0.09708159 0.05640704
Moved 1383.913 296.2617 408.7383 -0.2213136 0.1872164
Moved 1383.964 289.2678 425.9287 -0.2455978 0.2662166
Ended 1384.022 289 433.264 -0.2465278 0.2999263
Began 1384.257 387 380 0.09375007 0.0551472
Stationary 1384.322 387 380 0.09375007 0.0551472
Stationary 1384.373 387 380 0.09375007 0.0551472
Stationary 1384.428 387 380 0.09375007 0.0551472
Stationary 1384.478 387 380 0.09375007 0.0551472
Stationary 1384.529 387 380 0.09375007 0.0551472
Moved 1384.581 369.5 369 0.03298611 0.004595589
Moved 1384.635 357.1777 365.8355 -0.009799749 -0.009947104
Moved 1384.687 333.2011 366 -0.09305157 -0.009191178
Moved 1384.738 317.7704 365 -0.1466305 -0.01378677
Moved 1384.789 304.9936 365 -0.1909944 -0.01378677
Moved 1384.843 287.1909 365 -0.2528092 -0.01378677
Moved 1384.895 277.9624 365 -0.2848527 -0.01378677
Moved 1384.949 257 365 -0.3576389 -0.01378677
Moved 1385.017 241.2637 373.3681 -0.4122787 0.02466959
Moved 1385.07 239 374 -0.4201389 0.02757367
Moved 1385.15 261.2071 366.1328 -0.3430309 -0.008581107
Moved 1385.205 285.3267 339.2942 -0.2592822 -0.1319201
Moved 1385.263 309.9269 306.1024 -0.1738649 -0.284456
