we run the risk of failure
Basic
0.4 0.4
288 115.2
Began 475.963 267 330 -0.3229167 0.7812503
Stationary 476.0062 267 330 -0.3229167 0.7812503
Stationary 476.0399 267 330 -0.3229167 0.7812503
Stationary 476.0722 267 330 -0.3229167 0.7812503
Stationary 476.1037 267 330 -0.3229167 0.7812503
Stationary 476.1382 267 330 -0.3229167 0.7812503
Stationary 476.1688 267 330 -0.3229167 0.7812503
Stationary 476.2017 267 330 -0.3229167 0.7812503
Stationary 476.2363 267 330 -0.3229167 0.7812503
Stationary 476.2694 267 330 -0.3229167 0.7812503
Stationary 476.3011 267 330 -0.3229167 0.7812503
Stationary 476.3328 267 330 -0.3229167 0.7812503
Stationary 476.3639 267 330 -0.3229167 0.7812503
Stationary 476.3975 267 330 -0.3229167 0.7812503
Stationary 476.4299 267 330 -0.3229167 0.7812503
Stationary 476.4634 267 330 -0.3229167 0.7812503
Moved 476.5142 267 319.8337 -0.3229167 0.6930007
Moved 476.548 267 318.8992 -0.3229167 0.6848887
Stationary 476.5812 267 318.8992 -0.3229167 0.6848887
Moved 476.6158 267 318 -0.3229167 0.6770834
Moved 476.65 267 316.5 -0.3229167 0.6640628
Moved 476.6904 267 317 -0.3229167 0.6684031
Moved 476.7314 267 316 -0.3229167 0.6597223
Stationary 476.7646 267 316 -0.3229167 0.6597223
Stationary 476.7954 267 316 -0.3229167 0.6597223
Moved 476.8277 267 315 -0.3229167 0.6510417
Moved 476.8821 267 314 -0.3229167 0.6423614
Stationary 476.9153 267 314 -0.3229167 0.6423614
Stationary 476.9479 267 314 -0.3229167 0.6423614
Stationary 476.98 267 314 -0.3229167 0.6423614
Moved 477.0129 276.8699 313 -0.2886462 0.6336806
Moved 477.046 280.7456 312.2544 -0.2751889 0.6272086
Moved 477.0814 285.6979 311 -0.2579935 0.6163195
Moved 477.1169 288.5741 310 -0.2480066 0.607639
Moved 477.1499 291.4473 308.5527 -0.2380303 0.5950754
Moved 477.184 294.0151 307.9849 -0.2291143 0.590147
Moved 477.2378 297 306.2466 -0.21875 0.575058
Moved 477.2719 298.1954 306 -0.2145993 0.5729167
Moved 477.3102 299 304.5 -0.2118056 0.5598962
Moved 477.3435 300 303.8419 -0.2083334 0.5541831
Moved 477.3766 301 302.6508 -0.2048611 0.5438442
