he is just like everyone else
Basic
0.6 0.6
432 172.8
Began 424.9879 402 265 0.09722222 0.1446759
Stationary 425.0268 402 265 0.09722222 0.1446759
Stationary 425.0567 402 265 0.09722222 0.1446759
Stationary 425.0825 402 265 0.09722222 0.1446759
Stationary 425.1086 402 265 0.09722222 0.1446759
Stationary 425.1337 402 265 0.09722222 0.1446759
Stationary 425.1584 402 265 0.09722222 0.1446759
Stationary 425.1842 402 265 0.09722222 0.1446759
Stationary 425.2083 402 265 0.09722222 0.1446759
Stationary 425.2336 402 265 0.09722222 0.1446759
Stationary 425.2581 402 265 0.09722222 0.1446759
Stationary 425.2834 402 265 0.09722222 0.1446759
Stationary 425.3088 402 265 0.09722222 0.1446759
Stationary 425.3442 402 265 0.09722222 0.1446759
Stationary 425.3737 402 265 0.09722222 0.1446759
Stationary 425.3994 402 265 0.09722222 0.1446759
Stationary 425.4265 402 265 0.09722222 0.1446759
Stationary 425.4537 402 265 0.09722222 0.1446759
Stationary 425.481 402 265 0.09722222 0.1446759
Moved 425.5077 392.17 270.8104 0.07446746 0.1783007
Moved 425.5358 390.7281 272 0.0711299 0.1851854
Moved 425.5724 384.5396 275.2302 0.05680462 0.2038786
Moved 425.6 379.7933 277.1033 0.04581779 0.2147185
Moved 425.6448 370.9559 281.022 0.02536098 0.237396
Moved 425.672 367.0257 282 0.01626323 0.2430556
Moved 425.6977 357.5932 285.3517 -0.005571296 0.2624519
Moved 425.7249 344.8226 288.2355 -0.03513286 0.2791405
Moved 425.7512 337.6599 290.668 -0.05171323 0.2932178
Moved 425.7844 321.0298 296.6567 -0.0902087 0.3278747
Moved 425.8111 314.5141 298.0972 -0.1052915 0.3362105
Moved 425.8379 304.0935 301.9532 -0.1294132 0.3585258
Moved 425.8652 294.1018 304.6328 -0.1525422 0.3740323
Moved 425.8924 284.882 306 -0.1738843 0.3819445
Moved 425.9341 276.5772 309.1409 -0.1931084 0.4001211
Moved 425.9604 267.9801 311 -0.213009 0.4108796
Moved 425.9862 261.8531 312.5735 -0.227192 0.4199855
Moved 426.0117 259.9961 313 -0.2314906 0.4224537
Moved 426.0374 254.234 314 -0.2448288 0.4282409
Moved 426.063 249.4919 315.7541 -0.2558059 0.4383917
Moved 426.0882 247.8095 316 -0.2597003 0.4398148
Moved 426.1139 245.2653 317 -0.2655897 0.4456021
Moved 426.1394 244 317 -0.2685185 0.4456021
Stationary 426.1649 244 317 -0.2685185 0.4456021
Moved 426.2055 242.5088 318.4912 -0.2719704 0.4542316
Ended 426.2309 243 318 -0.2708333 0.4513889
Began 426.6646 470 356 0.2546296 0.6712964
Stationary 426.6997 470 356 0.2546296 0.6712964
Stationary 426.7253 470 356 0.2546296 0.6712964
Stationary 426.7503 470 356 0.2546296 0.6712964
Stationary 426.7754 470 356 0.2546296 0.6712964
Stationary 426.8008 470 356 0.2546296 0.6712964
Stationary 426.826 470 356 0.2546296 0.6712964
Stationary 426.852 470 356 0.2546296 0.6712964
Moved 426.8789 470 342.5 0.2546296 0.5931715
Stationary 426.9049 470 342.5 0.2546296 0.5931715
Moved 426.9368 470 343.1556 0.2546296 0.5969654
Moved 426.963 470 339.285 0.2546296 0.5745661
Moved 426.9903 459.5 336.5 0.2303241 0.5584493
Moved 427.0191 459.8356 333.8356 0.2311009 0.54303
Moved 427.0466 456.9542 330.9542 0.2244309 0.5263555
Moved 427.0734 455.5331 328.0661 0.2211413 0.5096418
Moved 427.1032 448.9701 323.3134 0.2059494 0.4821378
Moved 427.1317 443.3317 318.2211 0.1928974 0.4526686
Moved 427.1592 434.7209 311.7209 0.1729651 0.415052
Moved 427.188 421.8154 302.0892 0.1430912 0.3593127
Moved 427.2324 402.1612 288.8645 0.09759545 0.2827809
Moved 427.2585 394.9495 283.9596 0.08090168 0.2543958
Moved 427.2859 380.7041 277.3521 0.04792621 0.2161579
Moved 427.3153 369.7561 273.2521 0.0225836 0.192431
Moved 427.3527 353.8297 269.3659 -0.01428321 0.1699418
Moved 427.3815 346.6473 266.8589 -0.03090908 0.1554336
Moved 427.4101 332.2894 264.0579 -0.06414483 0.1392238
Moved 427.4371 320.5 261.5 -0.09143516 0.1244215
Moved 427.4633 308.6481 260.662 -0.1188702 0.1195719
Moved 427.4919 293.9427 261 -0.1529105 0.1215278
Moved 427.5377 277.0605 261 -0.1919896 0.1215278
Moved 427.5657 274.3742 261 -0.1982079 0.1215278
Moved 427.5943 266.5 260 -0.2164352 0.1157407
Moved 427.623 261.2086 258.6043 -0.2286837 0.107664
Moved 427.6512 256.4633 257.7317 -0.2396682 0.1026141
Moved 427.6812 253.1903 258 -0.2472446 0.1041667
Moved 427.7077 249.318 257 -0.2562084 0.09837963
Moved 427.735 247.8839 257 -0.259528 0.09837963
Moved 427.7613 245.0066 256 -0.2661884 0.0925926
Moved 427.7879 242.5042 256 -0.2719811 0.0925926
Moved 427.8355 238.1917 255 -0.2819635 0.08680573
Moved 427.8644 236.3169 255 -0.2863034 0.08680573
Moved 427.8933 234.902 255 -0.2895787 0.08680573
Moved 427.9196 234.3349 254 -0.2908913 0.0810187
Moved 427.9471 233.5 254 -0.2928241 0.0810187
Moved 427.9748 233 252.5918 -0.2939815 0.0728692
Moved 428.0011 231.6826 253 -0.2970309 0.07523149
Ended 428.0278 231.6826 253 -0.2970309 0.07523149
Began 428.6975 440 239 0.1851852 -0.00578686
Stationary 428.7306 440 239 0.1851852 -0.00578686
Stationary 428.7568 440 239 0.1851852 -0.00578686
Stationary 428.7819 440 239 0.1851852 -0.00578686
Stationary 428.8077 440 239 0.1851852 -0.00578686
Stationary 428.8333 440 239 0.1851852 -0.00578686
Stationary 428.8581 440 239 0.1851852 -0.00578686
Stationary 428.8834 440 239 0.1851852 -0.00578686
Stationary 428.9086 440 239 0.1851852 -0.00578686
Stationary 428.9341 440 239 0.1851852 -0.00578686
Stationary 428.9594 440 239 0.1851852 -0.00578686
Stationary 428.9851 440 239 0.1851852 -0.00578686
Stationary 429.0201 440 239 0.1851852 -0.00578686
Moved 429.0473 440 244.7518 0.1851852 0.02749902
