we run the risk of failure
Basic
0.4 0.4
288 115.2
Began 920.4908 323 319 -0.1284722 0.685764
Stationary 920.5391 323 319 -0.1284722 0.685764
Stationary 920.5814 323 319 -0.1284722 0.685764
Stationary 920.6224 323 319 -0.1284722 0.685764
Stationary 920.6609 323 319 -0.1284722 0.685764
Moved 920.6997 333.2977 319 -0.09271644 0.685764
Moved 920.7408 341.4664 319 -0.06435275 0.685764
Moved 920.7822 346.5 319 -0.04687503 0.685764
Moved 920.822 348.5 319 -0.03993057 0.685764
Moved 920.8613 351.2018 319 -0.03054917 0.685764
Moved 920.9001 352.0906 319 -0.02746314 0.685764
Moved 920.9466 353.1354 319 -0.02383538 0.685764
Moved 920.9839 354.0228 319 -0.02075404 0.685764
Moved 921.0219 355.1011 319 -0.01701005 0.685764
Stationary 921.0659 355.1011 319 -0.01701005 0.685764
Moved 921.1128 356 319 -0.01388892 0.685764
Moved 921.1509 357.4991 319 -0.008683652 0.685764
Stationary 921.187 357.4991 319 -0.008683652 0.685764
Moved 921.2236 358.0463 319 -0.006783605 0.685764
Stationary 921.2605 358 319 -0.006944462 0.685764
Stationary 921.2991 358 319 -0.006944462 0.685764
Moved 921.3586 359.0901 319 -0.003159419 0.685764
Stationary 921.4059 359 319 -0.003472194 0.685764
Stationary 921.4485 359 319 -0.003472194 0.685764
Stationary 921.488 359 319 -0.003472194 0.685764
Stationary 921.5267 359 319 -0.003472194 0.685764
Moved 921.5662 360 319 0 0.685764
Stationary 921.6055 360 319 0 0.685764
Stationary 921.6412 360 319 0 0.685764
Stationary 921.6791 360 319 0 0.685764
Stationary 921.7173 360 319 0 0.685764
Stationary 921.7795 360 319 0 0.685764
Stationary 921.8186 360 319 0 0.685764
Stationary 921.8579 360 319 0 0.685764
Stationary 921.9007 360 319 0 0.685764
Ended 921.9403 360 311.1873 0 0.617945
Began 922.6293 334 308 -0.09027779 0.5902779
Stationary 922.6777 334 308 -0.09027779 0.5902779
Stationary 922.7183 334 308 -0.09027779 0.5902779
Stationary 922.7565 334 308 -0.09027779 0.5902779
Stationary 922.7951 334 308 -0.09027779 0.5902779
Stationary 922.8339 334 308 -0.09027779 0.5902779
Moved 922.8719 334 292.8564 -0.09027779 0.4588234
Moved 922.9109 343.9488 287.1024 -0.05573325 0.4088746
