my watch fell in the water
Basic
0.4 0.4
288 115.2
Began 502.0146 441 167 0.2812501 -0.6336806
Stationary 502.0589 441 167 0.2812501 -0.6336806
Stationary 502.0992 441 167 0.2812501 -0.6336806
Stationary 502.1396 441 167 0.2812501 -0.6336806
Stationary 502.1796 441 167 0.2812501 -0.6336806
Moved 502.2207 441 179.0497 0.2812501 -0.5290824
Moved 502.2643 441 187.4199 0.2812501 -0.4564244
Moved 502.3095 428.1704 198.8296 0.2367027 -0.3573821
Moved 502.3537 415.6765 216.4043 0.1933214 -0.2048238
Moved 502.3947 403.3504 235.562 0.1505223 -0.03852394
Moved 502.4348 393.0004 248.6661 0.1145846 0.0752269
Moved 502.4824 379.5559 263.8331 0.06790251 0.2068846
Moved 502.5245 368.7657 277.8516 0.03043637 0.3285729
Moved 502.566 361.2468 286.5064 0.004329086 0.4037015
Moved 502.6085 357.4057 290.5943 -0.009007976 0.4391867
Moved 502.6501 357 293.3647 -0.01041666 0.4632357
Ended 502.6906 357 293 -0.01041666 0.4600695
Began 502.9807 264 280 -0.3333333 0.3472225
Stationary 503.0313 264 280 -0.3333333 0.3472225
Stationary 503.0714 264 280 -0.3333333 0.3472225
Stationary 503.1103 264 280 -0.3333333 0.3472225
Moved 503.15 247.1784 255.1785 -0.3917416 0.1317575
Moved 503.1924 245 249.0602 -0.3993056 0.0786474
Moved 503.2361 242.522 245.522 -0.4079098 0.04793379
Moved 503.2771 243 243.9249 -0.40625 0.03407081
Moved 503.3192 252.7371 244 -0.3724407 0.03472222
Moved 503.3617 267.5203 244 -0.32111 0.03472222
Moved 503.4035 290.8584 253.7434 -0.2400749 0.1193004
Moved 503.4455 313.6715 264.3358 -0.1608628 0.2112479
Moved 503.4894 329.8185 272.5457 -0.104797 0.2825144
Moved 503.5386 337.7958 277.3979 -0.07709779 0.3246345
Moved 503.5825 342.1761 281.1761 -0.06188847 0.3574319
Moved 503.6247 343 282 -0.05902775 0.3645834
Moved 503.6926 344 282 -0.05555556 0.3645834
Moved 503.7324 316.8474 243.2329 -0.1498356 0.02806372
Moved 503.7715 305.7852 223.874 -0.1882459 -0.1399824
Moved 503.8184 294.9382 201.7529 -0.2259089 -0.3320056
Moved 503.8583 293 195.7959 -0.2326389 -0.3837159
Moved 503.8968 293 195 -0.2326389 -0.390625
