he is just like everyone else
Basic
0.4 0.4
288 115.2
Began 473.1471 398 249 0.1319444 0.07812527
Stationary 473.1933 398 249 0.1319444 0.07812527
Stationary 473.2295 398 249 0.1319444 0.07812527
Stationary 473.2701 398 249 0.1319444 0.07812527
Stationary 473.31 398 249 0.1319444 0.07812527
Moved 473.3521 388.7664 249 0.09988338 0.07812527
Moved 473.3904 385.7724 242 0.08948743 0.01736138
Moved 473.4284 383.0118 241 0.07990196 0.008680556
Moved 473.4724 373.6039 240 0.04723564 0
Moved 473.5143 355.4171 246.5133 -0.0159128 0.05653912
Moved 473.5516 336.8542 254.0729 -0.08036717 0.1221604
Moved 473.5883 318.5278 262.8241 -0.1440008 0.1981259
Moved 473.6248 310.1174 265.2942 -0.1732035 0.2195676
Moved 473.6617 304.8957 268.0522 -0.1913345 0.2435086
Moved 473.6978 300.8043 270 -0.2055406 0.2604167
Moved 473.7359 299.5 271.5 -0.2100694 0.2734378
Moved 473.7747 297 273.7828 -0.21875 0.2932541
Ended 473.8379 297 279 -0.21875 0.338542
Began 474.0822 441 283 0.2812501 0.3732639
Stationary 474.1313 441 283 0.2812501 0.3732639
Stationary 474.1669 441 283 0.2812501 0.3732639
Stationary 474.204 441 283 0.2812501 0.3732639
Moved 474.2416 425.8563 283 0.2286679 0.3732639
Moved 474.2805 413.4315 274.8105 0.1855259 0.3021747
Moved 474.319 402.0767 271.2692 0.1460996 0.2714337
Moved 474.3589 380.5 265 0.07118061 0.2170139
Moved 474.3976 355.5 259 -0.01562499 0.1649308
Moved 474.4357 323.1911 249.4832 -0.1278086 0.08231905
Moved 474.472 306.5169 243.8068 -0.1857051 0.03304482
Moved 474.5199 291.5634 239.7817 -0.237627 -0.001894898
Moved 474.5617 281.9063 239 -0.2711585 -0.008680291
Moved 474.6011 277.4231 239 -0.2867255 -0.008680291
Moved 474.6397 270.2127 239 -0.3117614 -0.008680291
Moved 474.677 266.7635 238 -0.3237377 -0.01736111
Moved 474.7154 264 238 -0.3333333 -0.01736111
Ended 474.7832 264 238 -0.3333333 -0.01736111
Began 475.0535 400 239 0.138889 -0.008680291
Stationary 475.1014 400 239 0.138889 -0.008680291
Stationary 475.1376 400 239 0.138889 -0.008680291
Stationary 475.1723 400 239 0.138889 -0.008680291
Stationary 475.2086 400 239 0.138889 -0.008680291
