please provide your date of birth
Basic
0.6 0.6
432 172.8
Began 847.5512 588 344 0.5277778 0.6018519
Stationary 847.6188 588 344 0.5277778 0.6018519
Stationary 847.6816 588 344 0.5277778 0.6018519
Stationary 847.7358 588 344 0.5277778 0.6018519
Stationary 847.7958 588 344 0.5277778 0.6018519
Moved 847.8594 579.1898 332.7414 0.5073838 0.5366979
Moved 847.9207 568.9932 319.9932 0.4837806 0.4629238
Moved 847.98 555.1696 302.7543 0.4517813 0.3631617
Moved 848.0389 531.6442 250.4938 0.3973244 0.06072786
Moved 848.0986 519.8078 217.5195 0.3699255 -0.1300953
Moved 848.1558 516.4758 203.9517 0.3622125 -0.2086131
Moved 848.2108 512.1144 200 0.3521167 -0.2314815
Moved 848.2643 501.3082 200 0.3271024 -0.2314815
Moved 848.3185 469.3438 213.1211 0.2531106 -0.1555491
Moved 848.3724 391.3659 254.368 0.0726063 0.08314857
Moved 848.4529 254.098 321.6013 -0.2451435 0.4722301
Moved 848.5092 238.5787 328.9475 -0.2810678 0.5147427
Moved 848.5679 226.288 331 -0.3095186 0.5266204
Moved 848.6248 217.8262 331 -0.3291059 0.5266204
Moved 848.684 206.9258 317.9011 -0.3543383 0.4508167
Moved 848.7473 192.7343 297.2238 -0.3871891 0.3311564
Moved 848.8065 180.6846 272.2116 -0.4150819 0.1864098
Moved 848.8639 175.5459 255.1835 -0.4269772 0.08786749
Moved 848.9216 173 237.3655 -0.4328704 -0.01524607
Moved 848.9764 173 232 -0.4328704 -0.0462963
Moved 849.0609 198.0654 228 -0.3748485 -0.06944445
Moved 849.1163 231.8749 228 -0.2965858 -0.06944445
Moved 849.1713 251.197 235.4596 -0.2518588 -0.02627532
Moved 849.2266 271.5202 246.5201 -0.2048143 0.03773248
Moved 849.2832 287.6996 266.9328 -0.1673621 0.1558611
Moved 849.3391 298.6064 287.0106 -0.1421149 0.2720522
Moved 849.3939 308.8577 304.8577 -0.118385 0.3753341
Moved 849.4484 312 312.7297 -0.1111111 0.4208893
Moved 849.5039 314 318.5984 -0.1064815 0.4548522
Moved 849.558 315 320.4625 -0.1041667 0.4656398
Ended 849.6429 315 320 -0.1041667 0.462963
Began 850.0121 578 264 0.5046296 0.1388891
Stationary 850.0719 578 264 0.5046296 0.1388891
Stationary 850.1245 578 264 0.5046296 0.1388891
Moved 850.1795 561.7012 264 0.4669009 0.1388891
Moved 850.2358 546.8008 264 0.4324093 0.1388891
Moved 850.2936 530.4276 264 0.3945084 0.1388891
Moved 850.3516 507.7769 264 0.3420762 0.1388891
Moved 850.4079 476.8693 264 0.2705307 0.1388891
Moved 850.4657 446.5 264 0.2002315 0.1388891
Moved 850.523 397.6286 272.3714 0.08710334 0.1873347
Moved 850.5915 362.8449 274.0388 0.006585419 0.1969837
Moved 850.6488 349.9893 276.3369 -0.02317289 0.2102831
Moved 850.7076 337.5571 279 -0.05195121 0.2256946
Moved 850.767 326.5434 282 -0.0774459 0.2430556
Moved 850.8427 315.6825 285 -0.1025867 0.2604167
Moved 850.8969 309.2131 287.7869 -0.1175622 0.2765444
Moved 850.9503 307 291.0103 -0.1226852 0.2951986
Moved 851.0036 320.5 299 -0.09143516 0.3414354
Moved 851.0565 387.2621 316.7103 0.06310672 0.4439255
Moved 851.1111 470.678 320 0.256199 0.462963
Moved 851.1711 502.7018 320 0.3303283 0.462963
Moved 851.2256 524.3438 312 0.3804253 0.4166669
Moved 851.2792 532.0637 310 0.3982955 0.4050926
Moved 851.3321 536 306.201 0.4074074 0.3831076
Moved 851.4147 514.9821 289.3214 0.3587549 0.2854248
Moved 851.4691 408.8692 219.2461 0.1131232 -0.1201034
Moved 851.5225 379.1029 194.1029 0.04421959 -0.2656082
Moved 851.5766 355.7563 173.5042 -0.009823492 -0.384814
Moved 851.6317 345.9126 164.9126 -0.03260965 -0.4345336
Moved 851.6873 339.6554 160.6554 -0.04709408 -0.4591702
Moved 851.7419 335.6271 161 -0.05641872 -0.4571758
Stationary 851.7954 336 161 -0.05555556 -0.4571758
Moved 851.8486 360.3559 195.4847 0.0008237362 -0.2576115
Moved 851.9021 394.7553 228.8591 0.08045216 -0.06447245
Moved 851.9846 452.1564 272.0939 0.2133251 0.1857286
Moved 852.0388 470.3071 285.4357 0.2553405 0.2629383
Moved 852.0923 477.7333 291.7333 0.2725308 0.2993826
Moved 852.1452 481 295.5 0.2800926 0.3211806
Moved 852.2012 481 296 0.2800926 0.3240741
Moved 852.2556 442.5798 288.7773 0.191157 0.282276
Moved 852.316 370.5 266 0.02430558 0.150463
Moved 852.3751 317.5494 252.1373 -0.09826522 0.07023918
Moved 852.4303 292.8536 249 -0.1554314 0.05208351
Moved 852.4858 275.6823 248 -0.1951799 0.0462963
Moved 852.5744 264.5 248 -0.2210648 0.0462963
Moved 852.6358 261 261.3036 -0.2291666 0.123285
Moved 852.6943 258 276.0535 -0.2361111 0.2086428
Moved 852.7507 253.6809 293.5956 -0.2461091 0.3101598
Moved 852.8052 249.281 306.719 -0.256294 0.3861051
Moved 852.8593 246.9834 312.0166 -0.2616125 0.4167627
Moved 852.915 246 315.3996 -0.2638889 0.4363403
Moved 852.9699 245 316.2613 -0.2662037 0.4413269
Ended 853.0252 244 316 -0.2685185 0.4398148
Began 853.7166 385 296 0.05787035 0.3240741
Stationary 853.7837 385 296 0.05787035 0.3240741
Stationary 853.84 385 296 0.05787035 0.3240741
Stationary 853.8964 385 296 0.05787035 0.3240741
Moved 853.9529 398.2532 296 0.08854914 0.3240741
Moved 854.012 452.5864 301.9006 0.2143204 0.3582209
Moved 854.0703 499.5875 306.2587 0.3231191 0.3834417
Moved 854.1297 526.9838 310 0.3865366 0.4050926
Moved 854.1925 536.3613 311 0.4082437 0.4108796
Moved 854.2507 536 312 0.4074074 0.4166669
Moved 854.3098 499.2194 313 0.3222671 0.4224537
Moved 854.3697 460.6208 313 0.2329185 0.4224537
Moved 854.4265 438.7978 313 0.1824022 0.4224537
Moved 854.484 414.192 314 0.1254445 0.4282409
Moved 854.5418 388.3353 316.3329 0.06559094 0.4417416
