we run the risk of failure
Basic
0.6 0.6
432 326.4
Began 835.9161 210 431 -0.3472222 0.1930147
Stationary 835.97 210 431 -0.3472222 0.1930147
Stationary 836.0024 210 431 -0.3472222 0.1930147
Stationary 836.0334 210 431 -0.3472222 0.1930147
Stationary 836.0618 210 431 -0.3472222 0.1930147
Moved 836.0898 201.4176 431 -0.3670887 0.1930147
Moved 836.1173 195.469 431 -0.3808588 0.1930147
Moved 836.1463 191.3313 431 -0.3904367 0.1930147
Moved 836.1764 187.3178 431 -0.3997272 0.1930147
Moved 836.2061 183.7956 431 -0.4078805 0.1930147
Moved 836.2371 181.3899 431 -0.4134494 0.1930147
Moved 836.2653 180.5 431 -0.4155093 0.1930147
Stationary 836.2934 180.5 431 -0.4155093 0.1930147
Moved 836.3223 190.9299 448.6887 -0.391366 0.247208
Moved 836.3656 198.826 467.652 -0.373088 0.3053063
Moved 836.3973 202.6485 477.6213 -0.3642396 0.3358495
Moved 836.4269 205.731 485.462 -0.3571042 0.3598713
Moved 836.4551 207.8655 489.8655 -0.3521632 0.3733624
Moved 836.4825 211.5397 492.2698 -0.3436581 0.3807286
Moved 836.5099 212.4752 492 -0.3414926 0.379902
Moved 836.5373 219.6377 493 -0.3249126 0.3829657
Moved 836.5638 232.7146 493 -0.2946421 0.3829657
Moved 836.593 245.7894 493 -0.2643763 0.3829657
Moved 836.6204 259.8103 486.5863 -0.2319207 0.3633159
Moved 836.6647 269.8246 481.5877 -0.2087394 0.3480016
Moved 836.6929 274.6115 478.3885 -0.1976586 0.3382003
Moved 836.721 276.7619 477.2382 -0.1926809 0.3346758
Ended 836.7483 278.5 477 -0.1886574 0.3339461
Began 837.0896 371 467 0.025463 0.3033088
Stationary 837.1234 371 467 0.025463 0.3033088
Stationary 837.1502 371 467 0.025463 0.3033088
Moved 837.1794 349.7986 467 -0.02361437 0.3033088
Moved 837.212 335.9721 467 -0.05562017 0.3033088
Moved 837.2398 329.9668 467 -0.06952122 0.3033088
Moved 837.2673 321.9286 475.1429 -0.08812835 0.3282564
Moved 837.2954 313.764 476.412 -0.1070277 0.3321446
Moved 837.3235 307.3595 477 -0.1218531 0.3339461
Moved 837.3512 303.9333 478.0222 -0.1297839 0.3370779
Moved 837.3797 299.6735 479 -0.1396447 0.3400736
Moved 837.407 297.2689 480.7311 -0.1452108 0.3453771
Moved 837.4373 293.8606 481 -0.1531004 0.3462009
Moved 837.4662 291.5 482 -0.1585648 0.3492648
Moved 837.4944 290.6308 483.3692 -0.1605768 0.3534597
Moved 837.5389 287.5 485.5 -0.1678241 0.3599878
Moved 837.5689 288 486.4801 -0.1666667 0.3629906
Moved 837.5981 296.032 490.6774 -0.148074 0.3758498
Moved 837.6289 341.1533 500.0316 -0.04362673 0.4045084
Moved 837.6583 401.7718 503 0.09669404 0.413603
Moved 837.6871 437.7316 503 0.1799342 0.413603
Moved 837.7153 457.5207 503 0.2257424 0.413603
Moved 837.7431 462.5849 503 0.237465 0.413603
Moved 837.7702 464.5683 503 0.2420561 0.413603
Moved 837.7974 466.9796 503 0.247638 0.413603
Moved 837.8413 468 494.8295 0.25 0.3885707
Moved 837.8705 461.0125 482.0125 0.2338251 0.3493029
Moved 837.8985 431.3594 428.0703 0.1651838 0.1840389
Moved 837.9271 415.7841 403.1898 0.1291299 0.1078119
Moved 837.955 394.6197 360.7792 0.08013815 -0.02212253
Moved 837.9839 384.4993 329.1223 0.05671123 -0.1191108
Moved 838.012 384 306.9152 0.0555556 -0.1871471
Moved 838.0403 384 289.2165 0.0555556 -0.241371
Moved 838.0689 384 276.7845 0.0555556 -0.2794591
Moved 838.0982 384 269.6549 0.0555556 -0.3013023
Moved 838.145 392.7849 265.215 0.07589112 -0.3149049
Moved 838.1744 395.1917 262.8083 0.08146226 -0.3222784
Moved 838.2083 396.3013 261.6987 0.08403082 -0.3256779
Ended 838.2375 396.3013 261.6987 0.08403082 -0.3256779
Began 838.4247 422 515 0.1435185 0.4503677
Stationary 838.4619 422 515 0.1435185 0.4503677
Stationary 838.4897 422 515 0.1435185 0.4503677
Moved 838.5199 413.1462 526.0673 0.1230236 0.4842747
Moved 838.548 407.5 530 0.1099537 0.4963235
Moved 838.576 396.6124 538.5407 0.08475095 0.52249
Moved 838.6068 386.0052 545.4974 0.06019732 0.5438032
Moved 838.6366 374.7479 549.6504 0.03413876 0.556527
Moved 838.6649 369.6077 550.8481 0.02224008 0.5601964
Moved 838.6954 362.9933 552 0.00692904 0.5637255
Moved 838.7236 358.1825 552 -0.004207194 0.5637255
Moved 838.7529 356.184 552 -0.008833359 0.5637255
Moved 838.7822 353.7831 552 -0.0143911 0.5637255
Moved 838.8113 350.5 552 -0.02199074 0.5637255
Moved 838.8414 344.9908 532.4769 -0.03474364 0.503912
Moved 838.8709 335.1956 500.4258 -0.0574177 0.4057163
Moved 838.9163 332 469.0521 -0.06481484 0.309596
Moved 838.9464 332 459.3098 -0.06481484 0.2797481
Moved 838.9761 332 449.6439 -0.06481484 0.2501344
Moved 839.0033 345.2523 445.1101 -0.03413816 0.2362442
Moved 839.032 367.4647 430.0236 0.01727929 0.1900232
Moved 839.0597 397.6941 409.1584 0.08725494 0.1260981
Moved 839.0886 417.2709 395.7104 0.1325715 0.08489703
Moved 839.1226 425.6456 387.5316 0.1519574 0.05983952
Moved 839.1515 429.2242 382.7758 0.1602412 0.04526896
Moved 839.1804 429 377 0.1597223 0.02757353
Moved 839.2273 384.6445 374 0.0570475 0.01838245
Moved 839.2578 333.5171 389.3707 -0.06130298 0.06547409
Moved 839.2887 304.5117 404.9933 -0.1284452 0.1133376
Moved 839.3211 276.2149 419.8114 -0.193947 0.158736
Moved 839.3555 255.2882 436.2188 -0.2423885 0.2090036
Moved 839.3837 239.4444 453.2668 -0.279064 0.2612341
Moved 839.413 231.7553 465.6118 -0.2968628 0.2990558
Moved 839.4418 226 481 -0.3101852 0.3462009
Moved 839.4711 222.2695 491.1915 -0.3188205 0.377425
Moved 839.4993 222 497.1246 -0.3194444 0.3956022
Moved 839.5471 222 506.672 -0.3194444 0.4248529
