the facts get in the way
Basic
0.8 0.8
575.9999 230.4
Began 376.0044 342 324 -0.03125001 0.3645835
Stationary 376.053 342 324 -0.03125001 0.3645835
Stationary 376.0928 342 324 -0.03125001 0.3645835
Stationary 376.1288 342 324 -0.03125001 0.3645835
Stationary 376.1645 342 324 -0.03125001 0.3645835
Stationary 376.2022 342 324 -0.03125001 0.3645835
Stationary 376.2375 342 324 -0.03125001 0.3645835
Stationary 376.2741 342 324 -0.03125001 0.3645835
Stationary 376.3108 342 324 -0.03125001 0.3645835
Stationary 376.3525 342 324 -0.03125001 0.3645835
Moved 376.3867 360.6763 303.3237 0.001174063 0.2748427
Moved 376.4254 384.738 284.9388 0.04294791 0.1950471
Moved 376.4657 408.4765 267.5235 0.08416064 0.1194596
Moved 376.5049 415.989 260.011 0.09720318 0.08685338
Moved 376.5415 419 252.4177 0.1024306 0.05389638
Moved 376.5782 419 251 0.1024306 0.04774293
Moved 376.6167 396.9255 249 0.06410673 0.03906263
Moved 376.6559 305.1326 280.5294 -0.09525598 0.1759087
Moved 376.6945 243.5 307.5 -0.202257 0.2929688
Moved 376.7595 211.1092 326.2227 -0.258491 0.3742307
Moved 376.7957 204.4859 329.757 -0.2699897 0.3895704
Moved 376.8347 198.9358 332 -0.2796254 0.3993056
Moved 376.8734 196.5 333 -0.2838542 0.4036459
Moved 376.9083 194.6791 334.3209 -0.2870154 0.4093788
Moved 376.9466 193.7511 334 -0.2886266 0.4079863
Moved 376.9942 192.8132 334 -0.290255 0.4079863
Stationary 377.0318 192.8132 334 -0.290255 0.4079863
Ended 377.069 193 334 -0.2899306 0.4079863
Began 377.2353 338 257 -0.03819443 0.07378473
Stationary 377.2824 338 257 -0.03819443 0.07378473
Stationary 377.318 338 257 -0.03819443 0.07378473
Moved 377.3692 304.925 257 -0.09561624 0.07378473
Moved 377.4057 275.4624 260.8136 -0.1467666 0.09033694
Moved 377.4418 218.1569 272.2839 -0.2462554 0.140121
Moved 377.4796 152.4354 279.3804 -0.3603553 0.1709218
Moved 377.5162 128.4589 282 -0.4019811 0.1822917
Moved 377.5527 108 282 -0.4375 0.1822917
Moved 377.5898 102.8543 282 -0.4464336 0.1822917
Moved 377.6268 97.07284 275.5099 -0.4564708 0.1541228
Moved 377.6625 93.62605 272.626 -0.4624548 0.1416061
Moved 377.6982 92.85141 271.8514 -0.4637996 0.1382441
Stationary 377.7477 93 272 -0.4635417 0.138889
Moved 377.7851 105.4149 259.8271 -0.441988 0.08605507
Moved 377.8275 137.9412 231.8823 -0.3855188 -0.03523297
Moved 377.867 179.5933 197.6058 -0.3132061 -0.1840025
Moved 377.908 214.9453 173.9193 -0.2518311 -0.2868086
Moved 377.9471 230.4037 167.8385 -0.2249936 -0.3132008
Moved 377.9866 247.1359 161.6213 -0.1959446 -0.3401852
Moved 378.0322 259.0244 160 -0.1753049 -0.3472221
Moved 378.0713 267.8478 160 -0.1599864 -0.3472221
Moved 378.1114 295.5 184 -0.1119792 -0.2430554
Moved 378.1707 335.443 235.1088 -0.04263368 -0.02122932
Moved 378.2097 347.2453 254.4907 -0.02214354 0.0628939
Moved 378.246 358.4645 279.6613 -0.002665743 0.1721411
Moved 378.2856 361.6091 291.4365 0.002793595 0.2232488
Moved 378.3241 363 300.9136 0.005208328 0.2643821
Moved 378.3629 363 304.4344 0.005208328 0.2796634
Moved 378.399 363 308.7217 0.005208328 0.2982712
Moved 378.4341 350.2103 309 -0.01699608 0.2994793
Moved 378.4746 327.1954 302.9943 -0.05695239 0.2734128
Moved 378.511 301.1945 290.0778 -0.1020928 0.2173517
Moved 378.5724 254.9215 269.395 -0.1824279 0.1275823
Moved 378.6099 238.2715 264.2543 -0.2113342 0.1052703
Moved 378.6462 223.9058 258.9529 -0.2362746 0.08226064
Moved 378.6814 216.8908 256.4454 -0.2484534 0.07137776
Moved 378.7184 211.159 254.5795 -0.2584044 0.06327894
Moved 378.7555 206.2721 253.2721 -0.2668887 0.05760458
Moved 378.7927 204.841 253 -0.2693733 0.05642362
Moved 378.8289 203 253 -0.2725694 0.05642362
Stationary 378.8631 203 253 -0.2725694 0.05642362
Ended 378.8958 203 253 -0.2725694 0.05642362
Began 379.1106 404 225 0.07638887 -0.06510417
Stationary 379.1464 404 225 0.07638887 -0.06510417
Stationary 379.1828 404 225 0.07638887 -0.06510417
Moved 379.2195 394.2476 225 0.05945764 -0.06510417
Moved 379.2561 385.1729 225 0.04370295 -0.06510417
Moved 379.294 365.5935 225 0.009710939 -0.06510417
Moved 379.3304 349.2715 231.5469 -0.01862593 -0.03668891
Moved 379.368 321.1095 242.3816 -0.06751824 0.01033677
Moved 379.4044 299.0525 251.97 -0.1058117 0.05195313
Moved 379.4397 281.8247 260.0876 -0.135721 0.08718611
Moved 379.4827 249.299 278.2578 -0.1921893 0.1660493
Moved 379.5208 229.5374 290.2313 -0.2264976 0.2180179
Moved 379.5599 220.3526 296.3237 -0.2424433 0.2444604
Moved 379.5974 208.1171 303.961 -0.2636857 0.2776085
Moved 379.634 201.344 307 -0.2754444 0.2907986
Moved 379.6707 197.6605 310.3395 -0.2818395 0.3052933
Moved 379.7065 194 313.6381 -0.2881945 0.3196099
Moved 379.7421 194 315.0704 -0.2881945 0.3258263
Moved 379.7778 194 318.082 -0.2881945 0.3388979
Moved 379.814 194 323.3901 -0.2881945 0.3619362
Moved 379.8735 248.9981 329 -0.1927117 0.3862849
Moved 379.9103 276.2378 329 -0.1454206 0.3862849
Moved 379.9463 293.5 329 -0.1154514 0.3862849
Moved 379.9826 307.0382 329 -0.09194755 0.3862849
Moved 380.0185 314.6857 329 -0.07867065 0.3862849
Moved 380.0537 320.2054 329 -0.06908783 0.3862849
Moved 380.0976 325.1346 329 -0.06053012 0.3862849
Moved 380.1373 328.2403 322 -0.0551384 0.3559029
Ended 380.1777 329 320.6335 -0.05381946 0.3499716
Began 380.3553 491 327 0.2274306 0.3776042
Stationary 380.3998 491 327 0.2274306 0.3776042
Stationary 380.4473 491 327 0.2274306 0.3776042
Stationary 380.4819 491 327 0.2274306 0.3776042
Stationary 380.5164 491 327 0.2274306 0.3776042
Stationary 380.5508 491 327 0.2274306 0.3776042
Moved 380.587 482.018 310.5316 0.2118368 0.3061266
Moved 380.6252 471.5293 292.4262 0.1936272 0.2275445
Moved 380.6626 441.017 241.3617 0.1406546 0.005910264
Moved 380.6996 427.5258 216.1702 0.1172323 -0.1034281
Moved 380.7366 415.0407 189.6019 0.09555682 -0.2187417
Moved 380.7733 410.6621 180.9863 0.08795507 -0.2561356
Moved 380.8213 407.6866 172.3732 0.08278921 -0.2935193
Moved 380.8612 407 167.3898 0.08159719 -0.3151487
Moved 380.899 406 164.5238 0.07986113 -0.3275875
Moved 380.9345 406 162.7876 0.07986113 -0.3351233
Moved 380.9703 405 162 0.078125 -0.3385416
Moved 381.0086 405 161 0.078125 -0.3428818
Ended 381.0472 405 161 0.078125 -0.3428818
Began 381.2028 319 324 -0.07118054 0.3645835
Stationary 381.2455 319 324 -0.07118054 0.3645835
Stationary 381.2801 319 324 -0.07118054 0.3645835
