we run the risk of failure
Basic
0.6 0.6
432 172.8
Began 290.8802 139 303 -0.511574 0.3645834
Stationary 290.9486 139 303 -0.511574 0.3645834
Stationary 290.9681 139 303 -0.511574 0.3645834
Stationary 290.9866 139 303 -0.511574 0.3645834
Stationary 291.0051 139 303 -0.511574 0.3645834
Stationary 291.0236 139 303 -0.511574 0.3645834
Stationary 291.041 139 303 -0.511574 0.3645834
Stationary 291.0587 139 303 -0.511574 0.3645834
Stationary 291.0856 139 303 -0.511574 0.3645834
Stationary 291.1033 139 303 -0.511574 0.3645834
Stationary 291.1211 139 303 -0.511574 0.3645834
Stationary 291.14 139 303 -0.511574 0.3645834
Moved 291.1581 148.0742 303 -0.4905688 0.3645834
Moved 291.177 148.6491 303 -0.4892381 0.3645834
Moved 291.2029 150 303 -0.4861112 0.3645834
Moved 291.2217 151.6329 303 -0.4823312 0.3645834
Moved 291.2401 153.0737 303 -0.4789961 0.3645834
Moved 291.2591 155.0194 303 -0.4744921 0.3645834
Moved 291.2776 162.1631 303 -0.4579557 0.3645834
Moved 291.2959 165.6535 303 -0.4498763 0.3645834
Moved 291.314 171.0598 303 -0.4373616 0.3645834
Moved 291.3334 172.4887 303 -0.4340538 0.3645834
Moved 291.3517 178.1078 303 -0.4210467 0.3645834
Moved 291.3696 191.2805 296 -0.3905544 0.3240741
Moved 291.4092 208.1871 294.4688 -0.3514188 0.3152131
Moved 291.4293 219.2616 294 -0.3257834 0.3125
Moved 291.4492 224.5469 293 -0.3135488 0.306713
Moved 291.468 228.8433 292.0522 -0.3036035 0.3012281
Moved 291.487 234.5542 292 -0.2903838 0.3009261
Moved 291.5075 246.0536 289.7366 -0.2637649 0.2878274
Moved 291.5263 251.8161 290 -0.2504258 0.2893519
Moved 291.5455 256.3652 289.1587 -0.2398954 0.2844833
Moved 291.5682 266.5514 288.3622 -0.2163163 0.2798739
Moved 291.5874 269.9958 288 -0.2083432 0.2777778
Moved 291.6223 276.7609 288 -0.1926831 0.2777778
Moved 291.6423 279.5627 288 -0.1861975 0.2777778
Moved 291.6608 281.889 288 -0.1808125 0.2777778
Moved 291.6792 283.3279 288 -0.1774816 0.2777778
Moved 291.6968 284.7671 288 -0.1741503 0.2777778
Moved 291.7151 285.5 288 -0.1724537 0.2777778
Stationary 291.7343 285.5 288 -0.1724537 0.2777778
Ended 291.7521 286 288 -0.1712963 0.2777778
Backspace 294.6701
Began 295.0527 199 320 -0.3726852 0.462963
Stationary 295.0825 199 320 -0.3726852 0.462963
Stationary 295.1006 199 320 -0.3726852 0.462963
Stationary 295.1186 199 320 -0.3726852 0.462963
Stationary 295.1425 199 320 -0.3726852 0.462963
Stationary 295.1599 199 320 -0.3726852 0.462963
Stationary 295.1765 199 320 -0.3726852 0.462963
Stationary 295.1936 199 320 -0.3726852 0.462963
Stationary 295.2108 199 320 -0.3726852 0.462963
Stationary 295.2313 199 320 -0.3726852 0.462963
Stationary 295.2491 199 320 -0.3726852 0.462963
Stationary 295.267 199 320 -0.3726852 0.462963
Stationary 295.2847 199 320 -0.3726852 0.462963
Stationary 295.3024 199 320 -0.3726852 0.462963
Stationary 295.3199 199 320 -0.3726852 0.462963
Stationary 295.3374 199 320 -0.3726852 0.462963
Stationary 295.3553 199 320 -0.3726852 0.462963
Stationary 295.375 199 320 -0.3726852 0.462963
Moved 295.3933 205.6197 320 -0.3573619 0.462963
Moved 295.424 213.2243 320 -0.3397585 0.462963
Moved 295.4438 217.1503 320 -0.3306705 0.462963
Moved 295.4631 219.9866 320 -0.3241052 0.462963
Moved 295.4826 228.1062 310.4189 -0.3053097 0.4075169
Moved 295.501 229.775 313 -0.3014469 0.4224537
Moved 295.5192 232.8812 312 -0.2942565 0.4166669
Moved 295.5378 234.3771 310.6229 -0.2907937 0.4086975
Moved 295.5566 238.2597 311 -0.2818062 0.4108796
Moved 295.5753 239.6993 310 -0.2784738 0.4050926
Moved 295.5943 241.1366 310 -0.2751467 0.4050926
Moved 295.6234 242.6792 310 -0.271576 0.4050926
Moved 295.6416 243.5 310 -0.2696759 0.4050926
Moved 295.6608 244.2796 308.7203 -0.2678712 0.3976871
Moved 295.679 245.5 309 -0.2650463 0.3993057
Moved 295.6966 246.8721 309 -0.2618702 0.3993057
Moved 295.7143 247.5 309 -0.2604167 0.3993057
Moved 295.7321 248.1612 309 -0.258886 0.3993057
Moved 295.7496 249.5 309 -0.255787 0.3993057
Moved 295.7682 250.13 309 -0.2543287 0.3993057
Moved 295.7859 251.5 309 -0.2511574 0.3993057
Moved 295.8145 252.0694 309 -0.2498393 0.3993057
Moved 295.8341 254.0528 309 -0.2452481 0.3993057
Ended 295.8527 254.0528 309 -0.2452481 0.3993057
Began 296.3928 264 314 -0.2222222 0.4282409
Stationary 296.4238 264 314 -0.2222222 0.4282409
Stationary 296.451 264 314 -0.2222222 0.4282409
Stationary 296.4711 264 314 -0.2222222 0.4282409
Stationary 296.4897 264 314 -0.2222222 0.4282409
Stationary 296.5081 264 314 -0.2222222 0.4282409
Stationary 296.5272 264 314 -0.2222222 0.4282409
Stationary 296.5449 264 314 -0.2222222 0.4282409
Stationary 296.5631 264 314 -0.2222222 0.4282409
Stationary 296.5824 264 314 -0.2222222 0.4282409
Stationary 296.6003 264 314 -0.2222222 0.4282409
Stationary 296.6183 264 314 -0.2222222 0.4282409
Stationary 296.6422 264 314 -0.2222222 0.4282409
Stationary 296.662 264 314 -0.2222222 0.4282409
Moved 296.6806 273.8495 314 -0.1994223 0.4282409
Moved 296.7003 276.6012 314 -0.1930528 0.4282409
Moved 296.721 280.9144 314 -0.1830685 0.4282409
Moved 296.7428 294.5331 314 -0.1515437 0.4282409
Moved 296.7619 305.6034 314 -0.1259181 0.4282409
Moved 296.7817 315.7119 314 -0.1025188 0.4282409
Moved 296.8016 325.7915 308.2084 -0.07918627 0.3947248
Moved 296.8229 342.1631 306 -0.04128903 0.3819445
Moved 296.8534 360.7655 305 0.001772046 0.3761576
Moved 296.8711 370.4612 305 0.02421568 0.3761576
Moved 296.889 376.2084 305 0.03751934 0.3761576
