please provide your date of birth
Basic
0.4 0.4
288 115.2
Began 877.8827 611 313 0.8715279 0.6336806
Stationary 877.926 611 313 0.8715279 0.6336806
Stationary 877.9651 611 313 0.8715279 0.6336806
Moved 878.0018 592.1584 307.3169 0.8061058 0.5843481
Moved 878.0375 581.2906 300.4302 0.7683703 0.5245681
Moved 878.0792 567.382 294.1273 0.7200763 0.4698552
Moved 878.1168 561.4279 290.4279 0.6994023 0.4377421
Moved 878.1548 551.6138 287 0.6653258 0.4079864
Moved 878.192 547.4385 285.4385 0.6508281 0.3944312
Moved 878.2291 544.9006 284 0.642016 0.3819447
Moved 878.2659 541.569 281.569 0.630448 0.3608423
Moved 878.3041 540.6899 281 0.6273957 0.3559028
Moved 878.3423 540 278 0.625 0.3298611
Moved 878.3776 537.8641 274.8641 0.6175836 0.3026398
Moved 878.4305 534.5 267 0.6059028 0.2343753
Moved 878.4664 530.6249 260.2499 0.5924477 0.1757799
Moved 878.5027 524.5093 249.0187 0.5712129 0.07828713
Moved 878.54 517 239 0.5451389 -0.008680291
Moved 878.5751 513.9059 234.8118 0.5343955 -0.04503648
Moved 878.6127 511.0322 232.0322 0.5244175 -0.06916444
Moved 878.6509 508 227.7308 0.513889 -0.1065032
Moved 878.689 505.5 226.5 0.5052084 -0.1171872
Moved 878.7277 502.9184 225 0.4962443 -0.1302083
Moved 878.7647 502 224.0372 0.4930556 -0.1385655
Moved 878.8254 499.8732 222.8732 0.4856708 -0.1486704
Moved 878.8685 498.5 223 0.4809028 -0.1475695
Moved 878.9069 498.3353 222 0.4803309 -0.1562497
Moved 878.9484 497.5 222 0.4774306 -0.1562497
Moved 878.9859 496.9196 222 0.4754152 -0.1562497
Stationary 879.0229 496.9196 222 0.4754152 -0.1562497
Moved 879.0583 495.8827 222 0.4718151 -0.1562497
Stationary 879.0963 495.8827 222 0.4718151 -0.1562497
Moved 879.1318 494.8981 222 0.4683963 -0.1562497
Moved 879.1727 492.5 221 0.4600695 -0.1649306
Moved 879.2427 487.2512 220 0.4418445 -0.1736111
Moved 879.2835 481.8943 220 0.4232441 -0.1736111
Moved 879.3224 474.8712 219 0.3988582 -0.1822917
Moved 879.3624 464.2962 219 0.3621395 -0.1822917
Moved 879.4031 440.391 219 0.2791354 -0.1822917
Moved 879.4418 427.8649 219 0.235642 -0.1822917
