my watch fell in the water
Basic
0.4 0.4
288 217.6
Began 1351.069 488 310 0.4444444 -0.2665441
Stationary 1351.138 488 310 0.4444444 -0.2665441
Stationary 1351.189 488 310 0.4444444 -0.2665441
Stationary 1351.241 488 310 0.4444444 -0.2665441
Moved 1351.293 475.4612 319.5388 0.4009071 -0.2227078
Moved 1351.35 467.678 325.322 0.3738819 -0.1961303
Moved 1351.402 458.8821 331.1179 0.3433405 -0.1694947
Moved 1351.455 451 333.5 0.3159723 -0.1585478
Moved 1351.507 439.9067 334 0.277454 -0.1562499
Moved 1351.561 426.2961 334 0.2301949 -0.1562499
Moved 1351.611 421.8508 334 0.2147597 -0.1562499
Moved 1351.66 417.4833 338.2751 0.1995947 -0.1366035
Moved 1351.71 406.5 356.5 0.1614584 -0.05284927
Moved 1351.762 396.3232 381.2457 0.1261224 0.06087192
Moved 1351.813 390.5042 402.4789 0.1059175 0.158451
Moved 1351.888 383.8348 430.6606 0.08275986 0.2879625
Moved 1351.939 380.1923 448.0386 0.07011205 0.3678243
Moved 1351.988 373.4297 471.9962 0.0466308 0.4779236
Ended 1352.04 360 496 0 0.5882353
Began 1352.557 306 465 -0.1875 0.4457721
Stationary 1352.607 306 465 -0.1875 0.4457721
Stationary 1352.659 306 465 -0.1875 0.4457721
Moved 1352.712 287.3834 458.8945 -0.2521411 0.4177139
Moved 1352.767 279.5289 454.5289 -0.2794136 0.3976512
Moved 1352.82 272.923 453 -0.3023508 0.390625
Moved 1352.873 267.4261 451 -0.3214372 0.3814338
Moved 1352.926 263.6207 448.6207 -0.3346505 0.3704995
Moved 1352.98 257.5825 444.5825 -0.3556163 0.3519418
Moved 1353.033 251.5 437 -0.3767361 0.3170957
Moved 1353.091 248.1407 426.7033 -0.3884005 0.2697763
Moved 1353.144 245 385.6219 -0.3993056 0.08098287
Moved 1353.194 245 367.3256 -0.3993056 -0.003099161
Moved 1353.243 245 361.5 -0.3993056 -0.02987119
Moved 1353.292 254.3543 361 -0.3668254 -0.03216912
Moved 1353.341 278.1094 371.0547 -0.2843425 0.01403809
Moved 1353.392 318.9401 406.637 -0.1425693 0.1775596
Moved 1353.442 361.551 460.137 0.005385429 0.4234239
Moved 1353.521 384.5785 498.5785 0.08534209 0.600085
Moved 1353.572 385 500.5 0.08680553 0.6089155
