watch out for low flying objects
Basic
0.4 0.4
288 115.2
Began 1033.744 143 276 -0.7534722 0.3124998
Stationary 1033.796 143 276 -0.7534722 0.3124998
Stationary 1033.841 143 276 -0.7534722 0.3124998
Stationary 1033.886 143 276 -0.7534722 0.3124998
Stationary 1033.928 143 276 -0.7534722 0.3124998
Moved 1033.971 143 264.9959 -0.7534722 0.2169784
Moved 1034.017 143 260.7019 -0.7534722 0.179704
Moved 1034.062 143 257.7001 -0.7534722 0.1536468
Moved 1034.105 143 255.9529 -0.7534722 0.1384799
Stationary 1034.148 143 256 -0.7534722 0.1388889
Moved 1034.19 153.8376 256 -0.7158417 0.1388889
Moved 1034.233 169.9991 267.6664 -0.6597254 0.2401596
Moved 1034.276 178.0592 270.5296 -0.6317388 0.2650139
Moved 1034.318 187.9442 273.4721 -0.597416 0.2905565
Moved 1034.36 201.305 274.7683 -0.5510244 0.3018083
Moved 1034.423 218.4057 278 -0.4916467 0.3298611
Moved 1034.466 227.5088 279 -0.4600388 0.338542
Moved 1034.507 231.5 280 -0.4461806 0.3472225
Moved 1034.549 233.1945 280 -0.4402969 0.3472225
Moved 1034.59 236.4248 280 -0.4290805 0.3472225
Moved 1034.632 240.227 280 -0.4158785 0.3472225
Moved 1034.674 255.6953 280 -0.3621692 0.3472225
Moved 1034.716 261.0002 280 -0.3437492 0.3472225
Moved 1034.758 262 272.3948 -0.3402778 0.2812049
Moved 1034.799 254.6898 260.9388 -0.3656603 0.1817603
Moved 1034.865 235.0199 236.5298 -0.4339588 -0.0301234
Moved 1034.909 230.3047 230.3047 -0.4503308 -0.08416071
Moved 1034.952 228.4828 227.4829 -0.4566568 -0.1086553
Moved 1034.995 227 224.5 -0.4618056 -0.1345484
Moved 1035.037 225.6266 223.6266 -0.4665744 -0.1421301
Moved 1035.08 226 223 -0.4652778 -0.1475695
Moved 1035.123 248.9258 233.2645 -0.3856745 -0.0584674
Moved 1035.166 273.0263 240.0052 -0.3019919 4.556444E-05
Moved 1035.21 315.3321 245.9332 -0.1550968 0.05150398
Moved 1035.259 345.1806 251.4723 -0.05145625 0.09958586
Moved 1035.327 361.0826 259.0826 0.003759116 0.1656479
Moved 1035.372 366.3694 264.3694 0.02211586 0.2115401
Moved 1035.413 369.915 266.915 0.0344272 0.2336378
