we run the risk of failure
Basic
0.4 0.4
288 217.6
Began 485.215 248 379 -0.3888889 0.05055162
Stationary 485.2595 248 379 -0.3888889 0.05055162
Stationary 485.2932 248 379 -0.3888889 0.05055162
Stationary 485.3264 248 379 -0.3888889 0.05055162
Stationary 485.3665 248 379 -0.3888889 0.05055162
Stationary 485.4023 248 379 -0.3888889 0.05055162
Stationary 485.4363 248 379 -0.3888889 0.05055162
Stationary 485.4696 248 379 -0.3888889 0.05055162
Moved 485.5084 248 390.5106 -0.3888889 0.1034493
Moved 485.5458 248 392.5 -0.3888889 0.112592
Moved 485.5834 258.384 399.7679 -0.3528334 0.1459925
Moved 485.6203 261.2545 403.509 -0.3428663 0.163185
Moved 485.6574 266.1601 408.3201 -0.3258331 0.1852948
Moved 485.6949 270.0805 412.0805 -0.3122205 0.2025759
Moved 485.7349 276.3842 419.7683 -0.2903328 0.2379059
Moved 485.7754 279.9196 421.9196 -0.2780569 0.2477924
Moved 485.812 285.1938 427.1938 -0.2597439 0.2720304
Moved 485.848 290.1058 431.1058 -0.2426882 0.2900082
Moved 485.9062 295.44 435 -0.2241667 0.3079045
Moved 485.943 298.3229 438.3229 -0.2141566 0.323175
Moved 485.9835 301.5 440 -0.203125 0.3308824
Moved 486.0203 303.1404 442 -0.1974292 0.3400736
Moved 486.0573 304 443 -0.1944444 0.3446691
Stationary 486.0931 304 443 -0.1944444 0.3446691
Ended 486.1285 304 443 -0.1944444 0.3446691
Began 486.8213 313 429 -0.1631945 0.280331
Stationary 486.8609 313 429 -0.1631945 0.280331
Stationary 486.8971 313 429 -0.1631945 0.280331
Stationary 486.9369 313 429 -0.1631945 0.280331
Stationary 486.9747 313 429 -0.1631945 0.280331
Moved 487.0122 326.5595 429 -0.1161128 0.280331
Moved 487.0486 335.4998 429 -0.08506998 0.280331
Moved 487.093 356.6444 422 -0.01165137 0.2481619
Moved 487.1306 365.0627 420 0.01757875 0.2389706
Moved 487.1702 377.0215 416.9928 0.05910262 0.2251507
Moved 487.2137 387.6067 416 0.0958565 0.2205882
Moved 487.2489 393.354 416 0.1158126 0.2205882
Moved 487.2855 397.3795 416 0.12979 0.2205882
Moved 487.3232 403.9901 416 0.1527435 0.2205882
Moved 487.3604 407.8558 416 0.1661658 0.2205882
Moved 487.3984 411.8542 416 0.1800496 0.2205882
