please provide your date of birth
Basic
0.6 0.6
432 172.8
Began 530.8087 570 338 0.4861112 0.5671297
Stationary 530.8472 570 338 0.4861112 0.5671297
Stationary 530.8785 570 338 0.4861112 0.5671297
Stationary 530.9102 570 338 0.4861112 0.5671297
Stationary 530.9439 570 338 0.4861112 0.5671297
Stationary 530.9783 570 338 0.4861112 0.5671297
Stationary 531.0109 570 338 0.4861112 0.5671297
Stationary 531.0582 570 338 0.4861112 0.5671297
Stationary 531.0915 570 338 0.4861112 0.5671297
Moved 531.125 559 326.3165 0.4606481 0.4995166
Moved 531.1706 554.3105 318.6211 0.449793 0.4549832
Moved 531.206 549.8734 309.7467 0.4395217 0.4036268
Moved 531.2412 546.5693 300.708 0.4318735 0.3513195
Moved 531.2773 540.1656 289.7485 0.4170501 0.2878966
Moved 531.311 536.4269 283.4269 0.4083957 0.2513133
Moved 531.3457 532.8515 276.703 0.4001192 0.2124016
Moved 531.381 528.6912 271.0368 0.3904889 0.1796111
Moved 531.4137 525.5 266 0.3831019 0.150463
Moved 531.447 516.334 257.334 0.3618844 0.1003129
Moved 531.4835 510.1469 253.4313 0.3475623 0.07772729
Moved 531.5499 483.1198 251 0.2849996 0.06365723
Moved 531.5931 456.5784 251 0.2235611 0.06365723
Moved 531.633 429.3089 251 0.1604372 0.06365723
Moved 531.6678 412.7018 259.2596 0.1219949 0.1114563
Moved 531.7029 398.6546 261 0.08947829 0.1215278
Moved 531.7361 383.7825 264 0.05505204 0.1388891
Moved 531.7706 363.9745 270.0127 0.009200375 0.1736846
Moved 531.8047 353.3665 272.6584 -0.0153553 0.1889953
Moved 531.84 342.3979 275.4005 -0.04074549 0.2048641
Moved 531.8754 330.858 280.2855 -0.0674584 0.233134
Moved 531.933 319.7314 284.6343 -0.09321431 0.2583004
Moved 531.9684 314.0449 286.9551 -0.1063777 0.2717313
Moved 532.0014 311.174 288 -0.1130231 0.2777778
Moved 532.0353 308.7185 289 -0.1187071 0.283565
Moved 532.0713 303.5012 291.2494 -0.1307844 0.2965821
Moved 532.1066 294.8751 294.5624 -0.1507522 0.315755
Moved 532.1393 286.7425 297.0644 -0.1695775 0.3302339
Moved 532.1728 279.1182 299.9606 -0.1872265 0.3469944
Moved 532.2068 272.3383 301.8309 -0.2029206 0.3578176
Moved 532.2415 268.2963 303 -0.2122771 0.3645834
Moved 532.2955 260.7158 305 -0.2298246 0.3761576
Moved 532.3279 256.9974 305 -0.2384319 0.3761576
Moved 532.3599 252.0311 305 -0.2499281 0.3761576
Moved 532.3936 241.3416 305 -0.2746721 0.3761576
Moved 532.4293 225.8022 293.2674 -0.3106431 0.3082604
Moved 532.4619 216.5 288 -0.3321759 0.2777778
Moved 532.4949 208.6502 284.8834 -0.3503467 0.2597421
Moved 532.5283 203.0269 281.0134 -0.3633638 0.2373462
Moved 532.5618 199.1394 278.1393 -0.3723626 0.2207138
Moved 532.5956 195.3896 275.6948 -0.3810426 0.2065671
Moved 532.6515 186.8591 266.8591 -0.4007892 0.1554344
Moved 532.6852 182.9868 263.9868 -0.4097529 0.1388121
Moved 532.721 181.4669 261.4669 -0.413271 0.1242299
Moved 532.7552 178 256.1569 -0.4212963 0.0935007
Moved 532.7892 176.5 253.5 -0.4247685 0.07812501
Moved 532.8242 177 251.7114 -0.4236111 0.06777445
Moved 532.8607 177 250.9478 -0.4236111 0.06335524
Moved 532.9019 177 250 -0.4236111 0.05787037
Moved 532.9376 193.2786 245.5443 -0.3859292 0.03208531
Moved 532.9703 210.6031 246 -0.3458262 0.03472222
Moved 533.0238 227 257.5 -0.3078704 0.1012731
Moved 533.0552 234.3999 264.5333 -0.2907409 0.1419749
Moved 533.0864 240.0046 274.0138 -0.2777671 0.1968391
Moved 533.1181 245.7415 283.6122 -0.2644873 0.2523853
Moved 533.1496 249.6343 289.6343 -0.2554761 0.2872358
Moved 533.1816 251.2964 295.5928 -0.2516287 0.3217174
Moved 533.2152 253 302.603 -0.2476852 0.3622862
Moved 533.2501 254.0918 306.1837 -0.2451578 0.3830076
Moved 533.2844 255 308.9975 -0.2430556 0.3992911
Moved 533.3177 256 311.8682 -0.2407407 0.4159039
Moved 533.3733 257 314 -0.2384259 0.4282409
Ended 533.4071 258 315 -0.2361111 0.4340278
Began 534.4661 600 304 0.5555555 0.3703706
Stationary 534.5078 600 304 0.5555555 0.3703706
Stationary 534.5457 600 304 0.5555555 0.3703706
Stationary 534.5781 600 304 0.5555555 0.3703706
Stationary 534.6096 600 304 0.5555555 0.3703706
Stationary 534.6435 600 304 0.5555555 0.3703706
Moved 534.6771 588.356 298.246 0.5286017 0.3370716
Moved 534.7117 582.1135 294 0.5141516 0.3125
Moved 534.7458 571 290.5 0.4884259 0.2922454
Moved 534.7804 560.5042 289 0.4641301 0.283565
Moved 534.8173 538.1964 286.6393 0.4124916 0.2699035
Moved 534.8599 509.6673 286 0.3464521 0.2662037
Moved 534.8936 495.5 286 0.3136574 0.2662037
Moved 534.9264 479.6074 286 0.2768689 0.2662037
Moved 534.9617 457.6017 286 0.2259297 0.2662037
Moved 534.996 436.8088 286 0.1777981 0.2662037
Moved 535.0303 400.3311 286 0.09335915 0.2662037
Moved 535.0652 382.6014 286 0.05231807 0.2662037
Moved 535.1006 365.5 286 0.01273145 0.2662037
Moved 535.1379 343.5 293 -0.03819446 0.306713
Moved 535.1718 330.4018 293 -0.06851434 0.306713
Moved 535.2288 312.49 296.8367 -0.1099769 0.328916
Moved 535.2632 299.8064 298 -0.1393371 0.3356482
Moved 535.2983 287 299 -0.1689815 0.3414354
Moved 535.3319 279.2278 300.386 -0.1869726 0.3494563
Moved 535.3671 270.2534 301.3733 -0.2077467 0.3551695
Moved 535.4019 265.752 301 -0.2181668 0.3530091
Moved 535.4432 262.89 301 -0.2247915 0.3530091
Moved 535.477 260.683 301 -0.2299004 0.3530091
Moved 535.5117 259.7595 301 -0.2320382 0.3530091
Stationary 535.5483 259.7595 301 -0.2320382 0.3530091
Stationary 535.6014 260 301 -0.2314815 0.3530091
Moved 535.6393 272.4269 301 -0.2027156 0.3530091
