the facts get in the way
Basic
0.4 0.4
288 115.2
Began 1087.098 385 339 0.08680553 0.8593754
Stationary 1087.151 385 339 0.08680553 0.8593754
Stationary 1087.197 385 339 0.08680553 0.8593754
Moved 1087.244 372.075 326.075 0.04192695 0.7471784
Moved 1087.294 363.6492 315.2984 0.01267091 0.653632
Moved 1087.345 360 310.4106 0 0.611203
Moved 1087.393 357.4311 306.4311 -0.008919687 0.5766588
Moved 1087.441 353.1286 298.2573 -0.02385892 0.5057055
Moved 1087.487 348.1296 289.3888 -0.04121661 0.4287222
Moved 1087.534 341.8755 279.7509 -0.06293245 0.3450601
Moved 1087.58 334.147 266.2941 -0.08976728 0.2282471
Moved 1087.626 333 259.5767 -0.09374999 0.1699368
Moved 1087.685 333 257 -0.09374999 0.1475695
Moved 1087.74 360 251 0 0.09548585
Moved 1087.787 379.475 239.2625 0.06762163 -0.006402069
Moved 1087.834 393.4066 229.3956 0.1159953 -0.09205183
Moved 1087.879 404.1945 221.8054 0.1534534 -0.1579391
Moved 1087.927 413.0962 213.9038 0.1843619 -0.2265295
Moved 1087.977 418.3672 208.6328 0.202664 -0.2722846
Moved 1088.025 419 205.3329 0.2048612 -0.3009298
Moved 1088.071 408.9199 204 0.1698609 -0.3124998
Moved 1088.118 383.5341 204 0.08171558 -0.3124998
Moved 1088.196 288.3366 253.3317 -0.2488312 0.1157265
Moved 1088.246 267.5 259 -0.3211805 0.1649308
Moved 1088.296 262.5278 261 -0.3384452 0.1822917
Moved 1088.343 260 262.77 -0.3472223 0.1976564
Moved 1088.39 260 264.5 -0.3472223 0.2126736
Moved 1088.438 260 267.007 -0.3472223 0.2344354
Ended 1088.487 272 271 -0.3055556 0.2690972
Began 1088.772 441 239 0.2812501 -0.008680291
Stationary 1088.828 441 239 0.2812501 -0.008680291
Moved 1088.89 426.5 228.5 0.2309028 -0.0998264
Moved 1088.938 410.0739 222.037 0.1738678 -0.1559289
Moved 1088.986 403.7421 219 0.1518823 -0.1822917
Moved 1089.04 398.7388 216 0.1345097 -0.2083334
Moved 1089.09 395.7175 215 0.1240192 -0.2170139
Moved 1089.137 394.9342 214 0.1212995 -0.2256942
Moved 1089.194 389.7349 214 0.1032461 -0.2256942
Moved 1089.241 357.2766 214 -0.009456129 -0.2256942
